home_team_id,away_team_id,predicted_match_result
9825,8654,0
9825,8654,0
9825,8654,0
9825,8654,0
8678,8654,0
8678,8654,0
8678,8654,0
8678,8654,0
8455,8654,0
8455,8654,0
8455,8654,0
8455,8654,0
8668,8654,0
8668,8654,0
8668,8654,0
8668,8654,0
8197,8654,0
8197,8654,0
8197,8654,0
8197,8654,0
10260,8654,0
10260,8654,0
10260,8654,0
10260,8654,0
10261,8654,0
10261,8654,0
10261,8654,0
10261,8654,0
10194,8654,0
10194,8654,0
10194,8654,0
10194,8654,0
8659,8654,0
8659,8654,0
8659,8654,0
8659,8654,0
10252,8654,0
10252,8654,0
10252,8654,0
10252,8654,0
8650,8654,0
8650,8654,0
8650,8654,0
8650,8654,0
8472,8654,0
8472,8654,0
8472,8654,0
8472,8654,0
9826,8654,0
9826,8654,0
9826,8654,0
9826,8654,0
8456,8654,1
8456,8654,1
8456,8654,1
8456,8654,1
8466,8654,0
8466,8654,0
8466,8654,0
8466,8654,0
10003,8654,0
10003,8654,0
10003,8654,0
10003,8654,0
8586,8654,0
8586,8654,0
8586,8654,0
8586,8654,0
9817,8654,0
9817,8654,0
9817,8654,0
9817,8654,0
9825,8668,0
9825,8668,1
9825,8668,0
9825,8668,0
8678,8668,0
8678,8668,0
8678,8668,0
8678,8668,0
8455,8668,0
8455,8668,0
8455,8668,1
8455,8668,1
8197,8668,0
8197,8668,0
8197,8668,0
8197,8668,0
10260,8668,0
10260,8668,0
10260,8668,0
10260,8668,0
10261,8668,0
10261,8668,0
10261,8668,0
10261,8668,0
9850,8668,0
9850,8668,0
9850,8668,0
9850,8668,0
10194,8668,0
10194,8668,0
10194,8668,0
10194,8668,0
8659,8668,0
8659,8668,0
8659,8668,0
8659,8668,0
10252,8668,0
10252,8668,0
10252,8668,0
10252,8668,0
8650,8668,0
8650,8668,0
8650,8668,0
8650,8668,0
8472,8668,0
8472,8668,0
8472,8668,0
8472,8668,0
8654,8668,0
8654,8668,0
8654,8668,0
8654,8668,0
9826,8668,0
9826,8668,0
9826,8668,0
9826,8668,0
8456,8668,0
8456,8668,0
8456,8668,0
8456,8668,0
8466,8668,0
8466,8668,0
8466,8668,0
8466,8668,0
10003,8668,0
10003,8668,0
10003,8668,0
10003,8668,0
8586,8668,0
8586,8668,0
8586,8668,0
8586,8668,0
9817,8668,0
9817,8668,0
9817,8668,0
9817,8668,0
9825,8586,0
9825,8586,0
9825,8586,0
9825,8586,0
8678,8586,0
8678,8586,0
8678,8586,0
8678,8586,0
8455,8586,0
8455,8586,0
8455,8586,0
8455,8586,1
8668,8586,0
8668,8586,0
8668,8586,0
8668,8586,0
8197,8586,0
8197,8586,0
8197,8586,0
8197,8586,0
10260,8586,0
10260,8586,0
10260,8586,0
10260,8586,0
10261,8586,1
10261,8586,1
10261,8586,1
10261,8586,1
9850,8586,0
9850,8586,0
9850,8586,0
9850,8586,0
10194,8586,0
10194,8586,0
10194,8586,0
10194,8586,0
8659,8586,0
8659,8586,0
8659,8586,0
8659,8586,0
10252,8586,0
10252,8586,0
10252,8586,0
10252,8586,0
8650,8586,1
8650,8586,1
8650,8586,1
8650,8586,0
8472,8586,0
8472,8586,0
8472,8586,0
8472,8586,0
8654,8586,0
8654,8586,0
8654,8586,0
8654,8586,0
9826,8586,0
9826,8586,0
9826,8586,0
9826,8586,0
8456,8586,1
8456,8586,1
8456,8586,1
8456,8586,1
8466,8586,0
8466,8586,0
8466,8586,0
8466,8586,0
10003,8586,0
10003,8586,0
10003,8586,0
10003,8586,0
9817,8586,0
9817,8586,0
9817,8586,0
9817,8586,0
9825,8472,1
9825,8472,1
9825,8472,1
9825,8472,1
8678,8472,0
8678,8472,0
8678,8472,0
8678,8472,0
8455,8472,1
8455,8472,1
8455,8472,1
8455,8472,1
8668,8472,1
8668,8472,1
8668,8472,1
8668,8472,1
8197,8472,0
8197,8472,0
8197,8472,0
8197,8472,0
10260,8472,1
10260,8472,0
10260,8472,0
10260,8472,0
10261,8472,0
10261,8472,0
10261,8472,0
10261,8472,0
9850,8472,0
9850,8472,0
9850,8472,0
9850,8472,0
10194,8472,0
10194,8472,0
10194,8472,0
10194,8472,0
8659,8472,1
8659,8472,0
8659,8472,1
8659,8472,1
10252,8472,0
10252,8472,0
10252,8472,0
10252,8472,0
8650,8472,0
8650,8472,0
8650,8472,0
8650,8472,0
9826,8472,0
9826,8472,0
9826,8472,0
9826,8472,0
8456,8472,1
8456,8472,0
8456,8472,0
8456,8472,0
8466,8472,0
8466,8472,0
8466,8472,0
8466,8472,0
10003,8472,0
10003,8472,0
10003,8472,0
10003,8472,0
8586,8472,0
8586,8472,1
8586,8472,1
8586,8472,1
9817,8472,0
9817,8472,0
9817,8472,0
9817,8472,0
9825,8456,0
9825,8456,0
9825,8456,0
9825,8456,0
8678,8456,0
8678,8456,0
8678,8456,0
8678,8456,0
8455,8456,0
8455,8456,0
8455,8456,0
8455,8456,1
8668,8456,0
8668,8456,0
8668,8456,0
8668,8456,0
8197,8456,0
8197,8456,0
8197,8456,0
8197,8456,0
10260,8456,0
10260,8456,0
10260,8456,0
10260,8456,0
10261,8456,0
10261,8456,0
10261,8456,0
10261,8456,0
9850,8456,0
9850,8456,0
9850,8456,0
9850,8456,0
10194,8456,0
10194,8456,0
10194,8456,0
10194,8456,0
8659,8456,0
8659,8456,0
8659,8456,0
8659,8456,0
10252,8456,0
10252,8456,0
10252,8456,0
10252,8456,0
8650,8456,0
8650,8456,0
8650,8456,0
8650,8456,0
8472,8456,0
8472,8456,0
8472,8456,0
8472,8456,0
8654,8456,0
8654,8456,0
8654,8456,0
8654,8456,0
9826,8456,1
9826,8456,1
9826,8456,1
9826,8456,1
8466,8456,0
8466,8456,0
8466,8456,0
8466,8456,0
10003,8456,0
10003,8456,0
10003,8456,0
10003,8456,0
8586,8456,0
8586,8456,0
8586,8456,0
8586,8456,0
9817,8456,0
9817,8456,0
9817,8456,0
9817,8456,0
9825,8678,1
9825,8678,1
9825,8678,1
9825,8678,1
8455,8678,1
8455,8678,1
8455,8678,1
8455,8678,1
8668,8678,0
8668,8678,0
8668,8678,0
8668,8678,0
8197,8678,0
8197,8678,0
8197,8678,0
8197,8678,0
10260,8678,0
10260,8678,0
10260,8678,0
10260,8678,0
10261,8678,0
10261,8678,0
10261,8678,0
10261,8678,0
9850,8678,0
9850,8678,0
9850,8678,0
9850,8678,0
10194,8678,0
10194,8678,0
10194,8678,0
10194,8678,0
8659,8678,0
8659,8678,0
8659,8678,0
8659,8678,0
10252,8678,0
10252,8678,0
10252,8678,0
10252,8678,0
8650,8678,0
8650,8678,0
8650,8678,0
8650,8678,0
8472,8678,0
8472,8678,0
8472,8678,0
8472,8678,0
8654,8678,0
8654,8678,0
8654,8678,0
8654,8678,0
9826,8678,0
9826,8678,0
9826,8678,0
9826,8678,0
8456,8678,0
8456,8678,0
8456,8678,0
8456,8678,0
8466,8678,0
8466,8678,0
8466,8678,0
8466,8678,0
10003,8678,0
10003,8678,0
10003,8678,0
10003,8678,0
8586,8678,0
8586,8678,0
8586,8678,0
8586,8678,0
9817,8678,0
9817,8678,0
9817,8678,0
9817,8678,0
9825,10261,1
9825,10261,1
9825,10261,1
9825,10261,1
8678,10261,0
8678,10261,0
8678,10261,0
8678,10261,0
8455,10261,1
8455,10261,1
8455,10261,1
8455,10261,1
8668,10261,0
8668,10261,0
8668,10261,0
8668,10261,0
8197,10261,0
8197,10261,0
8197,10261,0
8197,10261,0
10260,10261,1
10260,10261,1
10260,10261,1
10260,10261,1
9850,10261,0
9850,10261,0
9850,10261,0
9850,10261,0
10194,10261,0
10194,10261,0
10194,10261,0
10194,10261,0
8659,10261,0
8659,10261,0
8659,10261,0
8659,10261,0
10252,10261,0
10252,10261,0
10252,10261,0
10252,10261,0
8650,10261,0
8650,10261,0
8650,10261,0
8650,10261,0
8472,10261,0
